public_case_id,base_score_id,base_musicxml_path,prompt,expected_edit_actions_json,tags_json,difficulty
pe_0399,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Could you add a double barline at the end of measure 140? It feels like a good sectional break point.,"[{""args"":{""barline_type"":""double"",""measure_number"":140},""name"":""set_barline""}]","[""barline"",""structural"",""section-ending"",""structural_layout""]",easy
pe_0400,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a dal segno marking at the end of measure 53 so performers know to return to the segno sign.,"[{""args"":{""al"":null,""measure_number"":53},""name"":""add_dal_segno""}]","[""navigation"",""repeat"",""performance_direction"",""simple_single_edit""]",easy
pe_0401,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In the Violin 1 part, add a straight glissando connecting the Eb6 on beat 1 of measure 148 to the D6 on beat 1.5.","[{""args"":{""end_beat"":1.5,""end_measure"":148,""label"":null,""line_type"":""solid"",""part"":""Violin 1"",""start_beat"":1,""start_measure"":148,""voice"":1},""name"":""add_glissando""}]","[""glissando"",""spanning"",""violin"",""compositional_insert_replace""]",medium
pe_0402,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 75 of Violin 1, write a short cell starting with three triplet eighth notes (G4, A4, Bb4) beginning on beat 1, followed by four sixteenth notes (C5, Bb4, A4, G4) on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":75,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""G4"",""eighth""],[""A4"",""eighth""],[""Bb4"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":75,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":75,""part"":""Violin 1"",""pitch"":""Bb4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":75,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":75,""part"":""Violin 1"",""pitch"":""G4"",""voice"":1},""name"":""add_note""}]","[""triplet"",""16ths"",""one-bar-cell"",""2/4"",""complex_one_bar_creation""]",hard
pe_0403,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Place a coda symbol at measure 138 for the Violin 1 part to indicate the coda section entry.,"[{""args"":{""measure_number"":138},""name"":""add_coda""}]","[""navigation"",""coda"",""structural"",""structural_layout""]",easy
pe_0404,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 149, remove the A5 grace note that approaches the C6, but keep the B5.","[{""args"":{""beat"":2.5,""measure"":149,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""remove_grace_note""}]","[""grace_note"",""removal"",""ornament"",""violin"",""simple_single_edit""]",medium
pe_0405,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 48 of Violin 1, add an eighth-note 3:2 ratio triplet starting on beat 2. The triplet should contain three descending pitches: D5, C5, B-flat 4. Place all three notes in voice 1.","[{""args"":{""actual_notes"":3,""beat"":2,""measure"":48,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""D5"",""eighth""],[""C5"",""eighth""],[""Bb4"",""eighth""]],""voice"":1},""name"":""add_tuplet""}]","[""tuplet"",""triplet"",""eighth-note"",""descending"",""complex_one_bar_creation""]",medium
pe_0406,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In Violin 1 measure 110, add a second voice with a descending four-note figure in sixteenth notes starting on E5 at beat 1: E5, D#5, D5, and C#5, then place a quarter rest at beat 2 for that voice.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":110,""part"":""Violin 1"",""pitch"":""E5"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":110,""part"":""Violin 1"",""pitch"":""D#5"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":110,""part"":""Violin 1"",""pitch"":""D5"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":110,""part"":""Violin 1"",""pitch"":""C#5"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":110,""part"":""Violin 1"",""voice"":2},""name"":""add_rest""}]","[""multivoice"",""sixteenth-run"",""measure-110"",""complex_multivoice_creation""]",hard
pe_0407,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 174 of the Violin 1 part, write a short musical cell consisting of three eighth-note triplets on beat 1 (pitches E5, F#5, G5) followed by a quarter note A5 on beat 2. This measure currently contains only rests.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":174,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""E5"",""eighth""],[""F#5"",""eighth""],[""G5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""dots"":0,""duration"":""quarter"",""measure"":174,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""}]","[""triplet_creation"",""one_bar_cell"",""rest_replacement"",""complex_one_bar_creation""]",medium
pe_0408,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"Write an ascending G major scale run in measure 178 of Violin 1 using sixteenth notes. Start on G4 at beat 1 and continue: A4, B4, C5, D5, E5, F#5, G5, with each note at consecutive sixteenth-note positions.","[{""args"":{""beat"":1,""duration"":""16th"",""measure"":178,""part"":0,""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":178,""part"":0,""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":178,""part"":0,""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":178,""part"":0,""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""16th"",""measure"":178,""part"":0,""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":178,""part"":0,""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":178,""part"":0,""pitch"":""F#5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":178,""part"":0,""pitch"":""G5"",""voice"":1},""name"":""add_note""}]","[""scalar-run"",""sixteenths"",""ascending"",""G-major"",""complex_run_creation""]",medium
pe_0409,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 174 of Violin 1, write a four-note ascending 16th-note run starting on F4 at beat 1: F4, G4, A4, B4, each as a 16th note.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":174,""part"":""Violin 1"",""pitch"":""F4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":174,""part"":""Violin 1"",""pitch"":""G4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":174,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":174,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""}]","[""scalar-run"",""16th-notes"",""rest-rewrite"",""complex_run_creation""]",medium
pe_0410,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In Violin 1, measure 123, write a brief musical figure: start with three triplet eighth notes (Eb5, F5, G5) on beat 1, followed by four sixteenth notes (A5, Bb5, C6, D6) on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":123,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""Eb5"",""eighth""],[""F5"",""eighth""],[""G5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":123,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":123,""part"":""Violin 1"",""pitch"":""Bb5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":123,""part"":""Violin 1"",""pitch"":""C6"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":123,""part"":""Violin 1"",""pitch"":""D6"",""voice"":1},""name"":""add_note""}]","[""triplet"",""sixteenth-run"",""rest-bar-rewrite"",""complex_rewrite_rest_bar""]",hard
pe_0411,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Remove the forte marking at measure 132.,"[{""args"":{""beat"":1.0,""measure_number"":132,""part"":""Violin 1""},""name"":""remove_dynamic""}]","[""dynamic"",""remove"",""single_edit"",""simple_single_edit""]",easy
pe_0412,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 9 of Violin 1, write a brief musical figure: start with a triplet of three eighth notes (C5, D5, E5) beginning at beat 1, then continue beat 2 with two eighth notes (F5, G5).","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":9,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""C5"",""eighth""],[""D5"",""eighth""],[""E5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""eighth"",""measure"":9,""part"":""Violin 1"",""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""eighth"",""measure"":9,""part"":""Violin 1"",""pitch"":""G5"",""voice"":1},""name"":""add_note""}]","[""triplet"",""one-bar"",""rest-replacement"",""complex_one_bar_creation""]",medium
pe_0413,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"Add an 8va marking above the passage that begins in measure 73 and continues through the first two beats of measure 74, so that it is played an octave higher. Keep the notes where they are written currently on the staff.","[{""args"":{""end_beat"":2,""end_measure"":74,""ottava_type"":""8va"",""part"":""Violin 1"",""placement"":""above"",""rewrite_pitches"":false,""start_beat"":1,""start_measure"":73,""voice"":1},""name"":""add_ottava""}]","[""ottava"",""high-register"",""violin"",""notation-marking"",""simple_single_edit""]",medium
pe_0414,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 10 of Violin 1, write a rapid ascending run of eight 32nd notes starting on A4 at beat 1 (A4, B4, C5, D5, E5, F5, G5, A5), then place a quarter rest on beat 2.","[{""args"":{""beat"":1.0,""duration"":""32nd"",""measure"":10,""part"":""Violin 1"",""pitch"":""A4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.125,""duration"":""32nd"",""measure"":10,""part"":""Violin 1"",""pitch"":""B4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""32nd"",""measure"":10,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.375,""duration"":""32nd"",""measure"":10,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""32nd"",""measure"":10,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.625,""duration"":""32nd"",""measure"":10,""part"":""Violin 1"",""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""32nd"",""measure"":10,""part"":""Violin 1"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.875,""duration"":""32nd"",""measure"":10,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":10,""part"":""Violin 1"",""voice"":1},""name"":""add_rest""}]","[""32nd-run"",""scalar"",""rest-replacement"",""complex_run_creation""]",medium
pe_0415,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Please add a page break before measure 116 so the passage starting there begins on a new page.,"[{""args"":{""measure_number"":116},""name"":""add_page_break""}]","[""layout"",""page_break"",""structural"",""structural_layout""]",easy
pe_0416,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a Segno sign at the beginning of the measure 68.,"[{""args"":{""measure_number"":68},""name"":""add_segno""}]","[""rare_action"",""navigation_mark"",""structural"",""structural_layout""]",easy
pe_0417,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Add a To Coda marking at the bar right at the end of measure 104.,"[{""args"":{""measure_number"":104},""name"":""add_to_coda""}]","[""navigation"",""coda"",""structural"",""simple_single_edit""]",easy
pe_0418,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 121 of Violin 1, write a short figure starting on beat 1: a triplet of three eighth notes (D5, E5, F5) followed by four sixteenth notes (G5, A5, Bb5, C6) starting on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":121,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""D5"",""eighth""],[""E5"",""eighth""],[""F5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":121,""part"":""Violin 1"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":121,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":121,""part"":""Violin 1"",""pitch"":""Bb5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":121,""part"":""Violin 1"",""pitch"":""C6"",""voice"":1},""name"":""add_note""}]","[""triplet"",""sixteenths"",""rest-bar-rewrite"",""complex_run_creation""]",hard
pe_0419,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,Remove measures 145-146.,"[{""args"":{""end"":146,""start"":145},""name"":""delete_measures""}]","[""structural"",""measure-deletion"",""silent-bars"",""structural_layout""]",easy
pe_0420,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In measure 127 of Violin 1, create two contrasting voices: voice 1 plays three descending 16th notes (E5, D5, C5) starting at beat 1, while voice 2 plays three ascending 16th notes (A4, Bb4, C5) also starting at beat 1.","[{""args"":{""beat"":1,""duration"":""16th"",""measure"":127,""part"":0,""pitch"":""A4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":127,""part"":0,""pitch"":""Bb4"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":127,""part"":0,""pitch"":""C5"",""voice"":2},""name"":""add_note""},{""args"":{""beat"":1,""duration"":""16th"",""measure"":127,""part"":0,""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":127,""part"":0,""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":127,""part"":0,""pitch"":""C5"",""voice"":1},""name"":""add_note""}]","[""contrary_motion"",""multi_voice"",""rest_measure_fill"",""one_bar"",""complex_multivoice_creation""]",hard
pe_0421,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,I need to prepare this excerpt for printing. Could you add a page break at measure 158? This will help with page turning during performance.,"[{""args"":{""measure_number"":158},""name"":""add_page_break""}]","[""layout"",""page_break"",""performance_prep"",""structural_layout""]",easy
pe_0422,beethoven_op125_m1_violin1_bars001-200,datasets/scores/beethoven_op125_m1_violin1_bars001-200.musicxml,"In Violin 1, write a new musical figure in measure 75 starting at beat 1. Begin with three triplet eighth notes ascending from F4 to G4 to A4, then continue with four sixteenth notes Bb4, C5, D5, Eb5 on beat 2. The triplet should occupy the first beat, and the sixteenths should fill the second beat exactly.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":75,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""F4"",""eighth""],[""G4"",""eighth""],[""A4"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":75,""part"":""Violin 1"",""pitch"":""Bb4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":75,""part"":""Violin 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":75,""part"":""Violin 1"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":75,""part"":""Violin 1"",""pitch"":""Eb5"",""voice"":1},""name"":""add_note""}]","[""triplet"",""sixteenth-run"",""single-voice"",""empty-measure"",""complex_one_bar_creation""]",hard
